pointA,pointB,distance
"(42.354296250000004, -71.12122556854106)","(42.348654350000004, -71.10350846676505)",1979.855
"(42.354296250000004, -71.12122556854106)","(42.34854035, -71.10284565282228)",1979.855
"(42.354296250000004, -71.12122556854106)","(42.3364039, -71.07223994070816)",5167.297
"(42.354296250000004, -71.12122556854106)","(42.341954799999996, -71.10605008798282)",2656.201
"(42.354296250000004, -71.12122556854106)","(42.342699749999994, -71.10489130168085)",2491.175
"(42.354296250000004, -71.12122556854106)","(42.342985150000004, -71.10519520944966)",2462.6760000000004
"(42.354296250000004, -71.12122556854106)","(42.35013155, -71.11140104490026)",1282.581
"(42.354296250000004, -71.12122556854106)","(42.34945635, -71.105266656638)",1784.4099999999999
"(42.354296250000004, -71.12122556854106)","(42.342504399999996, -71.10536300402536)",2556.589
"(42.354296250000004, -71.12122556854106)","(42.3518204, -71.11646235858747)",874.2569999999997
"(42.354296250000004, -71.12122556854106)","(42.350170399999996, -71.095114)",2572.491
"(42.354296250000004, -71.12122556854106)","(42.336374750000004, -71.07016239901102)",5242.819999999999
"(42.354296250000004, -71.12122556854106)","(42.35028335, -71.10557727131746)",1655.3269999999998
"(42.354296250000004, -71.12122556854106)","(42.35097115000001, -71.10897900447887)",1476.8939999999996
"(42.354296250000004, -71.12122556854106)","(42.349639749999994, -71.09973226925189)",2163.4669999999996
"(42.354296250000004, -71.12122556854106)","(42.3437927, -71.10976791168142)",2277.016
"(42.354296250000004, -71.12122556854106)","(42.3504456, -71.10368611901973)",1889.4049999999997
"(42.354296250000004, -71.12122556854106)","(42.3501426, -71.10067825702964)",2146.717
"(42.354296250000004, -71.12122556854106)","(42.350104849999994, -71.10058154558558)",2146.717
"(42.354296250000004, -71.12122556854106)","(42.35052185, -71.10009615151182)",2169.256
"(42.354296250000004, -71.12122556854106)","(42.349457799999996, -71.09810497506007)",2276.7709999999997
"(42.354296250000004, -71.12122556854106)","(42.3503203, -71.09700303119664)",2394.9739999999997
"(42.354296250000004, -71.12122556854106)","(42.351064300000004, -71.1075071069339)",1531.2449999999997
"(42.354296250000004, -71.12122556854106)","(42.350860850000004, -71.10386660061369)",1839.2499999999998
"(42.354296250000004, -71.12122556854106)","(42.3495087, -71.10580869890427)",1783.119
"(42.354296250000004, -71.12122556854106)","(42.3483358, -71.10173878356534)",2089.042
"(42.354296250000004, -71.12122556854106)","(42.35066235, -71.1064382921208)",1685.9199999999996
"(42.354296250000004, -71.12122556854106)","(42.349090849999996, -71.1041455900759)",1841.5029999999997
"(42.354296250000004, -71.12122556854106)","(42.335479649999996, -71.0717193943673)",5317.126
"(42.354296250000004, -71.12122556854106)","(42.3514835, -71.1212481)",410.52699999999993
"(42.354296250000004, -71.12122556854106)","(42.3489751, -71.1009021)",2095.518
"(42.354296250000004, -71.12122556854106)","(42.3509964, -71.10799517909709)",1531.2449999999997
"(42.354296250000004, -71.12122556854106)","(42.3496881, -71.1001848)",2122.633
"(42.354296250000004, -71.12122556854106)","(42.3491905, -71.1060852)",1659.6769999999997
"(42.354296250000004, -71.12122556854106)","(42.3505083, -71.1039114501441)",1889.4049999999997
"(42.354296250000004, -71.12122556854106)","(42.34877175, -71.10419840251558)",2369.3779999999997
"(42.354296250000004, -71.12122556854106)","(42.3517837, -71.1187216)",572.555
"(42.354296250000004, -71.12122556854106)","(42.35051115, -71.09995235)",2169.256
"(42.354296250000004, -71.12122556854106)","(42.3490585, -71.10153394404658)",2014.081
"(42.354296250000004, -71.12122556854106)","(42.3510171, -71.10981338167903)",1409.0359999999998
"(42.354296250000004, -71.12122556854106)","(42.3520335, -71.11030686731542)",1339.6309999999999
"(42.354296250000004, -71.12122556854106)","(42.3498642, -71.1020204)",1931.2879999999998
"(42.354296250000004, -71.12122556854106)","(42.348448899999994, -71.10015580728992)",2177.5
"(42.354296250000004, -71.12122556854106)","(42.3508802, -71.11750772346343)",782.156
"(42.354296250000004, -71.12122556854106)","(42.3484364, -71.10230804217932)",2089.042
"(42.354296250000004, -71.12122556854106)","(42.34888825, -71.10484432143394)",2369.3779999999997
"(42.354296250000004, -71.12122556854106)","(42.35078225, -71.10524017370268)",1767.3399999999997
"(42.354296250000004, -71.12122556854106)","(42.3505236, -71.10754495805156)",1509.4959999999996
"(42.354296250000004, -71.12122556854106)","(42.3501003, -71.10383756091035)",1811.9329999999998
"(42.354296250000004, -71.12122556854106)","(42.351051050235355, -71.1137959187151)",975.9279999999998
"(42.354296250000004, -71.12122556854106)","(42.35455655, -71.12354972039716)",232.292
"(42.354296250000004, -71.12122556854106)","(42.3497494, -71.10134870499787)",2053.321
"(42.354296250000004, -71.12122556854106)","(42.34972315, -71.10086607545841)",2068.488
"(42.354296250000004, -71.12122556854106)","(42.3360176, -71.0694751)",5315.302999999998
"(42.354296250000004, -71.12122556854106)","(42.3497874, -71.09794138426676)",2341.997
"(42.3485174, -71.0993601)","(42.34865105, -71.10126530464467)",503.46900000000005
"(42.3485174, -71.0993601)","(42.348208549999995, -71.10116164185519)",500.856
"(42.3485174, -71.0993601)","(42.3502728, -71.1055321)",883.679
"(42.3485174, -71.0993601)","(42.3500229, -71.10311127482268)",713.767
"(42.3485174, -71.0993601)","(42.351293600000005, -71.11387671441952)",1565.994
"(42.3485174, -71.0993601)","(42.351481699999994, -71.1145903356746)",1632.2859999999998
"(42.3485174, -71.0993601)","(42.3508071, -71.1161896)",1719.081
"(42.3485174, -71.0993601)","(42.3481453, -71.0986357601812)",257.69399999999996
"(42.3485174, -71.0993601)","(42.3489018, -71.1023218)",625.5619999999999
"(42.3485174, -71.0993601)","(42.3532496, -71.10777000756758)",1836.956
"(42.3485174, -71.0993601)","(42.3539611, -71.1203527)",2388.39
"(42.3485174, -71.0993601)","(42.33302405, -71.07351342066596)",3069.929
"(42.3485174, -71.0993601)","(42.350582900000006, -71.10413120618469)",893.8660000000001
"(42.3485174, -71.0993601)","(42.3505035, -71.09985850000001)",566.992
"(42.3485174, -71.0993601)","(42.34972105, -71.10750259091596)",1035.456
"(42.3485174, -71.0993601)","(42.34936675, -71.1072935998869)",984.1210000000002
"(42.3485174, -71.0993601)","(42.349106, -71.105177)",868.669
"(42.3485174, -71.0993601)","(42.3507339, -71.115618)",1695.0010000000002
"(42.3485174, -71.0993601)","(42.3497962, -71.10803121297329)",1221.1480000000001
"(42.3485174, -71.0993601)","(42.348654350000004, -71.10350846676505)",687.64
"(42.3485174, -71.0993601)","(42.34854035, -71.10284565282228)",687.64
"(42.3485174, -71.0993601)","(42.3364039, -71.07223994070816)",2962.217999999999
"(42.3485174, -71.0993601)","(42.341954799999996, -71.10605008798282)",1324.9829999999997
"(42.3485174, -71.0993601)","(42.342699749999994, -71.10489130168085)",1159.7259999999997
"(42.3485174, -71.0993601)","(42.342985150000004, -71.10519520944966)",1256.0209999999997
"(42.3485174, -71.0993601)","(42.35013155, -71.11140104490026)",1353.015
"(42.3485174, -71.0993601)","(42.34945635, -71.105266656638)",843.4830000000002
"(42.3485174, -71.0993601)","(42.342504399999996, -71.10536300402536)",1237.0329999999997
"(42.3485174, -71.0993601)","(42.3518204, -71.11646235858747)",1858.4049999999997
"(42.3485174, -71.0993601)","(42.350170399999996, -71.095114)",476.84800000000007
"(42.3485174, -71.0993601)","(42.336374750000004, -71.07016239901102)",3037.740999999999
"(42.3485174, -71.0993601)","(42.35028335, -71.10557727131746)",915.233
"(42.3485174, -71.0993601)","(42.35097115000001, -71.10897900447887)",1308.1430000000003
"(42.3485174, -71.0993601)","(42.349639749999994, -71.09973226925189)",402.7920000000001
"(42.3485174, -71.0993601)","(42.3437927, -71.10976791168142)",1580.168
"(42.3485174, -71.0993601)","(42.3504456, -71.10368611901973)",812.2900000000001
"(42.3485174, -71.0993601)","(42.3501426, -71.10067825702964)",567.02
"(42.3485174, -71.0993601)","(42.350104849999994, -71.10058154558558)",567.02
"(42.3485174, -71.0993601)","(42.35052185, -71.10009615151182)",566.992
"(42.3485174, -71.0993601)","(42.349457799999996, -71.09810497506007)",312.96700000000004
"(42.3485174, -71.0993601)","(42.3503203, -71.09700303119664)",383.71000000000004
"(42.3485174, -71.0993601)","(42.351064300000004, -71.1075071069339)",1182.204
"(42.3485174, -71.0993601)","(42.350860850000004, -71.10386660061369)",870.4790000000002
"(42.3485174, -71.0993601)","(42.3495087, -71.10580869890427)",854.6720000000001
"(42.3485174, -71.0993601)","(42.3483358, -71.10173878356534)",578.489
"(42.3485174, -71.0993601)","(42.35066235, -71.1064382921208)",1057.996
"(42.3485174, -71.0993601)","(42.349090849999996, -71.1041455900759)",704.7570000000001
"(42.3485174, -71.0993601)","(42.335479649999996, -71.0717193943673)",3112.0469999999996
"(42.3485174, -71.0993601)","(42.3514835, -71.1212481)",2160.465
"(42.3485174, -71.0993601)","(42.3489751, -71.1009021)",469.88599999999997
"(42.3485174, -71.0993601)","(42.3509964, -71.10799517909709)",1182.204
"(42.3485174, -71.0993601)","(42.3496881, -71.1001848)",499.227
"(42.3485174, -71.0993601)","(42.3491905, -71.1060852)",978.9160000000002
"(42.3485174, -71.0993601)","(42.3505083, -71.1039114501441)",812.2900000000001
"(42.3485174, -71.0993601)","(42.34877175, -71.10419840251558)",858.825
"(42.3485174, -71.0993601)","(42.3517837, -71.1187216)",1971.7510000000002
"(42.3485174, -71.0993601)","(42.35051115, -71.09995235)",566.992
"(42.3485174, -71.0993601)","(42.3490585, -71.10153394404658)",576.526
"(42.3485174, -71.0993601)","(42.3510171, -71.10981338167903)",1314.475
"(42.3485174, -71.0993601)","(42.3520335, -71.11030686731542)",1426.6699999999998
"(42.3485174, -71.0993601)","(42.3498642, -71.1020204)",621.71
"(42.3485174, -71.0993601)","(42.348448899999994, -71.10015580728992)",445.949
"(42.3485174, -71.0993601)","(42.3508802, -71.11750772346343)",1875.7799999999997
"(42.3485174, -71.0993601)","(42.3484364, -71.10230804217932)",578.489
"(42.3485174, -71.0993601)","(42.34888825, -71.10484432143394)",858.825
"(42.3485174, -71.0993601)","(42.35078225, -71.10524017370268)",961.1410000000002
"(42.3485174, -71.0993601)","(42.3505236, -71.10754495805156)",1160.455
"(42.3485174, -71.0993601)","(42.3501003, -71.10383756091035)",761.663
"(42.3485174, -71.0993601)","(42.351051050235355, -71.1137959187151)",1565.994
"(42.3485174, -71.0993601)","(42.35455655, -71.12354972039716)",2587.458
"(42.3485174, -71.0993601)","(42.3497494, -71.10134870499787)",592.0409999999999
"(42.3485174, -71.0993601)","(42.34972315, -71.10086607545841)",484.51
"(42.3485174, -71.0993601)","(42.3360176, -71.0694751)",3110.2239999999997
"(42.3485174, -71.0993601)","(42.3497874, -71.09794138426676)",326.85499999999996
"(42.34865105, -71.10126530464467)","(42.348208549999995, -71.10116164185519)",30.333000000000002
"(42.34865105, -71.10126530464467)","(42.3502728, -71.1055321)",506.35699999999997
"(42.34865105, -71.10126530464467)","(42.3500229, -71.10311127482268)",337.231
"(42.34865105, -71.10126530464467)","(42.351293600000005, -71.11387671441952)",1184.92
"(42.34865105, -71.10126530464467)","(42.351481699999994, -71.1145903356746)",1251.2119999999995
"(42.34865105, -71.10126530464467)","(42.3508071, -71.1161896)",1333.6689999999996
"(42.34865105, -71.10126530464467)","(42.3481453, -71.0986357601812)",273.636
"(42.34865105, -71.10126530464467)","(42.3489018, -71.1023218)",207.667
"(42.34865105, -71.10126530464467)","(42.3532496, -71.10777000756758)",1455.8819999999998
"(42.34865105, -71.10126530464467)","(42.3539611, -71.1203527)",2007.316
"(42.34865105, -71.10126530464467)","(42.33302405, -71.07351342066596)",3239.96
"(42.34865105, -71.10126530464467)","(42.350582900000006, -71.10413120618469)",517.051
"(42.34865105, -71.10126530464467)","(42.3505035, -71.09985850000001)",217.2
"(42.34865105, -71.10126530464467)","(42.34972105, -71.10750259091596)",654.3819999999998
"(42.34865105, -71.10126530464467)","(42.34936675, -71.1072935998869)",534.323
"(42.34865105, -71.10126530464467)","(42.349106, -71.105177)",388.835
"(42.34865105, -71.10126530464467)","(42.3507339, -71.115618)",1309.589
"(42.34865105, -71.10126530464467)","(42.3497962, -71.10803121297329)",835.736
"(42.34865105, -71.10126530464467)","(42.348654350000004, -71.10350846676505)",207.80599999999998
"(42.34865105, -71.10126530464467)","(42.34854035, -71.10284565282228)",207.80599999999998
"(42.34865105, -71.10126530464467)","(42.3364039, -71.07223994070816)",3132.2489999999984
"(42.34865105, -71.10126530464467)","(42.341954799999996, -71.10605008798282)",1181.661
"(42.34865105, -71.10126530464467)","(42.342699749999994, -71.10489130168085)",1015.955
"(42.34865105, -71.10126530464467)","(42.342985150000004, -71.10519520944966)",987.456
"(42.34865105, -71.10126530464467)","(42.35013155, -71.11140104490026)",967.603
"(42.34865105, -71.10126530464467)","(42.34945635, -71.105266656638)",458.0709999999999
"(42.34865105, -71.10126530464467)","(42.342504399999996, -71.10536300402536)",1081.3690000000001
"(42.34865105, -71.10126530464467)","(42.3518204, -71.11646235858747)",1477.331
"(42.34865105, -71.10126530464467)","(42.350170399999996, -71.095114)",618.182
"(42.34865105, -71.10126530464467)","(42.336374750000004, -71.07016239901102)",3207.7719999999986
"(42.34865105, -71.10126530464467)","(42.35028335, -71.10557727131746)",537.911
"(42.34865105, -71.10126530464467)","(42.35097115000001, -71.10897900447887)",931.3280000000001
"(42.34865105, -71.10126530464467)","(42.349639749999994, -71.09973226925189)",190.588
"(42.34865105, -71.10126530464467)","(42.3437927, -71.10976791168142)",1236.113
"(42.34865105, -71.10126530464467)","(42.3504456, -71.10368611901973)",435.475
"(42.34865105, -71.10126530464467)","(42.3501426, -71.10067825702964)",199.415
"(42.34865105, -71.10126530464467)","(42.350104849999994, -71.10058154558558)",199.415
"(42.34865105, -71.10126530464467)","(42.35052185, -71.10009615151182)",217.2
"(42.34865105, -71.10126530464467)","(42.349457799999996, -71.09810497506007)",303.892
"(42.34865105, -71.10126530464467)","(42.3503203, -71.09700303119664)",442.918
"(42.34865105, -71.10126530464467)","(42.351064300000004, -71.1075071069339)",803.69
"(42.34865105, -71.10126530464467)","(42.350860850000004, -71.10386660061369)",493.664
"(42.34865105, -71.10126530464467)","(42.3495087, -71.10580869890427)",404.542
"(42.34865105, -71.10126530464467)","(42.3483358, -71.10173878356534)",106.667
"(42.34865105, -71.10126530464467)","(42.35066235, -71.1064382921208)",681.1810000000002
"(42.34865105, -71.10126530464467)","(42.349090849999996, -71.1041455900759)",319.34499999999997
"(42.34865105, -71.10126530464467)","(42.335479649999996, -71.0717193943673)",3282.0779999999995
"(42.34865105, -71.10126530464467)","(42.3514835, -71.1212481)",1775.0529999999999
"(42.34865105, -71.10126530464467)","(42.3489751, -71.1009021)",84.474
"(42.34865105, -71.10126530464467)","(42.3509964, -71.10799517909709)",803.69
"(42.34865105, -71.10126530464467)","(42.3496881, -71.1001848)",150.056
"(42.34865105, -71.10126530464467)","(42.3491905, -71.1060852)",529.1179999999999
"(42.34865105, -71.10126530464467)","(42.3505083, -71.1039114501441)",435.475
"(42.34865105, -71.10126530464467)","(42.34865105, -71.10126530464467)",0.0
"(42.34865105, -71.10126530464467)","(42.34877175, -71.10419840251558)",387.00300000000004
"(42.34865105, -71.10126530464467)","(42.3517837, -71.1187216)",1590.6770000000001
"(42.34865105, -71.10126530464467)","(42.35051115, -71.09995235)",217.2
"(42.34865105, -71.10126530464467)","(42.3490585, -71.10153394404658)",158.631
"(42.34865105, -71.10126530464467)","(42.3510171, -71.10981338167903)",933.401
"(42.34865105, -71.10126530464467)","(42.3520335, -71.11030686731542)",1045.5959999999998
"(42.34865105, -71.10126530464467)","(42.3498642, -71.1020204)",245.195
"(42.34865105, -71.10126530464467)","(42.348448899999994, -71.10015580728992)",87.863
"(42.34865105, -71.10126530464467)","(42.3508802, -71.11750772346343)",1490.3679999999995
"(42.34865105, -71.10126530464467)","(42.3484364, -71.10230804217932)",106.667
"(42.34865105, -71.10126530464467)","(42.34888825, -71.10484432143394)",387.00300000000004
"(42.34865105, -71.10126530464467)","(42.35078225, -71.10524017370268)",584.3260000000001
"(42.34865105, -71.10126530464467)","(42.3505236, -71.10754495805156)",781.941
